"","y","x0","x1","x2","x3"
"1",1,4.84335661828574,7.77132793828531,0.715713310772744,0.235242003604448
"2",1,4.78881613849403,-1.95168299315799,7.61621599841692,23.7124992924978
"3",1,5.90625042004415,3.96120606678041,0.208168672114675,27.4652892071888
"4",1,4.12904018033312,2.61443950279305,3.18812154228685,11.6446848459073
"5",1,4.85429181196184,-0.276221378795328,0.170919584412928,6.29289934361115
"6",1,3.77442021231861,7.90821846591722,-1.90655012126468,15.5016945357145
"7",1,6.78855029036637,3.69746308263886,3.17838032966048,29.2484178309331
"8",1,5.48946509867631,2.13989664024984,3.87937636833513,3.2967505853183
"9",1,6.53884529231453,4.98233594973857,5.39193642772022,21.7339494626803
"10",1,6.0127135726138,7.74560060450123,12.903531950347,8.56892551093699
"11",1,4.52909608807456,7.12318247487111,6.18085052250819,-8.40421530257254
"12",1,3.9487222582642,6.71567979089832,2.74425949778728,9.41188490157446
"13",1,4.19912374845273,1.13752195927444,11.7270103845532,5.96933628354599
"14",1,4.57540809049989,1.88464035518562,1.61543258592527,-0.660743431089049
"15",1,3.30711533211745,4.76742018483666,3.62544644357913,7.60014334289279
"16",1,4.76864941808656,7.22760307722553,3.40638100674132,-5.83448415115154
"17",1,3.94951895480831,4.06379571172944,9.23447996033617,-4.87167811855182
"18",1,4.35908843629187,4.5072997360375,11.9129745477484,27.7336958786758
"19",1,3.40972210706453,9.62149513584671,15.5730959905395,3.88482756525986
"20",1,4.98444177023522,1.23763816267292,4.95827341353139,9.15226198615654
"21",1,7.28810115554196,8.7613485805381,3.26656130305898,7.52874059910115
"22",1,4.63724944939732,4.6936054707084,8.75877766419776,31.2977139387902
"23",1,4.52472402855244,4.78013225962425,7.26444125213833,11.6135436543221
"24",1,3.1583826164382,7.3313712215034,4.47493434608362,8.99203938800041
"25",1,6.10674617326369,8.07107094412385,7.34937130412432,12.9861432978938
"26",1,5.44567690523051,0.550960481922612,0.448856716519197,25.9753814059878
"27",1,5.75173649582863,3.92480772319533,-1.27389020228946,4.15511644919226
"28",1,4.26155149508496,5.29265250289863,4.57530332637553,14.1446950012415
"29",1,5.36954775192695,8.75158723827116,10.0905693931411,18.9571299459742
"30",1,6.04545269870604,2.9298090117495,1.41335886350115,-2.8529756219229
"31",1,4.42997682048782,5.56548803692338,9.9486764647153,6.91095231238117
"32",1,5.1483530776491,3.44673083842326,0.0997915603666639,3.81877302354214
"33",1,4.75283222075942,-0.887694822212045,3.96428682557726,22.2346735686737
