"y","x1","x2","x3","x4"
"0.0698019998666693","0.263614713670686","0.305520710293204","-0.0946422822400928","-0.385396514795721"
"0.41336666141125","-0.270463834265927","-0.917167845629836","0.47162443773753","2.51211883269182"
"0.74870597405328","0.501181597400959","0.54867104794694","1.45873428769274","-3.11930872565271"
"1.07724365111441","-0.320856570426553","1.03663206666504","1.39215194860269","-4.15272830885108"
"1.40029543057024","0.701839770057312","-0.169540253135303","1.96024087104674","0.263215336349866"
"1.71902297826133","0.433511180697333","0.711797951381978","0.637233932629552","-4.21863670494748"
"2.03439104851013","-0.107868741577847","0.71755753635952","1.54912995259801","-1.78478633620253"
"2.3471288288664","0.1845306259998","0.619190018339909","0.757594460337318","0.832626773691631"
"2.65769632356985","0.828116945199815","1.39958521022849","1.41960776920818","-3.39814653855361"
"2.96625654318006","0.32407756895146","1.29574641189857","-1.23769059939922","-3.02212530350925"
"3.27265416701718","0.24132147550834","1.11198811468919","1.68233975026076","3.17642253221264"
"3.57640123213401","0.939101385476036","-0.298650858167591","-0.938763397920908","1.10677478864041"
"3.8766702792447","0.421286076625097","0.567422544668648","2.23371489680487","-0.0368032026186254"
"4.17229525427492","0.336360693788627","-0.195924321775785","1.07635378220166","0.361630850350955"
"4.46178032602357","0.331204957701056","0.782115694274916","0.35104147172512","-0.379104720754759"
"4.74331663799232","0.939082956108306","0.766107125607361","-1.13842852792792","4.81485762393944"
"5.01480686798595","0.708304292716379","0.30046253903612","1.34122499889537","3.13082530322328"
"5.27389732489432","1.17699663316606","1.13901045917308","2.72074456930867","3.20383208662978"
"5.51801717043418","0.725704974743401","1.08553321358455","0.327330563465928","2.00705367630986"
"5.74442421683073","0.965433546617742","0.39840238825057","1.52378887501184","3.98365076589037"
"5.9502566216788","0.882871825551049","1.11550280528645","0.184722825722203","-2.15628536760305"
"6.13258968067739","1.20608772417033","0.0869963943070382","0.936529229026905","-1.73576113711608"
"6.28849680959845","1.51299935126112","0.766692143756833","-0.653256638549332","6.00563974807405"
"6.41511371060078","1.11297726786062","1.69661572078541","-0.601606966775654","0.0445840313687935"
"6.50970463652659","0.729580024436555","0.565709608553416","2.72760427272177","4.20368731808148"
"6.5697296016128","0.992671811926869","1.99049264026968","0.59592122744931","1.51267905041738"
"6.59291133937504","0.981375300559225","1.44748127460574","-0.0269414200438087","-0.474663463420225"
"6.57730077929844","1.41457855541285","1.89454264685538","3.0189524165171","-1.3085633830351"
"6.52133980414833","1.50975281145382","0.935016724336473","1.99399081902537","3.59875196410301"
"6.42392005967326","1.76102306585649","2.15007462942863","2.05843091741094","3.43236807253102"
"6.28443661840007","1.46296404452816","1.26523616595016","0.881476215662518","-0.890850446542642"
"6.1028353490124","1.79006064207978","1.16324278935544","0.968214207698925","-1.63019176721819"
"5.87965291206006","2.03177980512998","2.31124292330502","1.80323356778978","2.2999265186271"
"5.61604839077361","1.6553344362936","2.03663605214646","2.15661804932719","4.47890205723783"
"5.31382567157846","2.08459802436192","1.66715255122182","2.3317535330869","2.29614073758495"
"4.97544581125757","1.26439072402607","1.97189479834813","2.42664404820133","0.315310725024377"
"4.60402876508583","2.21495299394588","1.052836711792","1.81750518204058","0.633888190885733"
"4.20334400088858","2.08474441647807","1.62876146759184","1.0154163363138","-2.48620511817469"
"3.77778968587794","1.70673673586198","1.90953919696831","1.47957742759236","1.62812350630038"
"3.33236030411211","2.22946163907788","1.65351598209843","2.94365006930336","6.29256707162737"
"2.87260274015299","1.58795655673443","1.22748038909471","1.58942382541558","0.103230599230887"
"2.404561046477","2.30528590263804","1.66596991959033","2.88148091285495","1.86564894503919"
"1.93471029582681","1.69012611077104","2.63346761275951","2.04982971490298","-0.895056980224955"
"1.46988010231205","2.59741888660807","2.76791290496345","3.18845736584495","1.1148970152704"
"1.01716857397303","2.48630963361623","1.55839498064282","2.4419526928364","3.44883077454554"
"0.583847632014467","2.54412481007831","2.32732474972227","3.32265996030265","0.851856279938606"
"0.177260795337745","2.6915404743854","2.75106964035556","1.69137512993664","-2.5950272031255"
"-0.195285319231348","2.57145811232335","2.12053611908636","3.44497413548238","3.73362324839986"
"-0.526634392973121","2.54305150350085","3.32513326094015","2.53710792739405","1.39377804114012"
"-0.809897188302107","2.90942946884242","3.25103955289741","2.50256372096409","5.10294924762492"
"-1.03857010688369","2.78378272145379","2.03068036372166","2.37795005571421","6.1188211685079"
"-1.20665382876017","2.96915934512648","2.38913950555283","1.39175220018509","-1.80508133118716"
"-1.30877027838123","2.60898727971317","2.33564813552613","1.529996636102","6.76595236711392"
"-1.34027612694347","2.88362762312525","3.09365008449302","2.64579611973957","5.21068657752247"
"-1.2973710285796","2.78628340370074","2.69040635537408","4.26362210262619","0.799198452681825"
"-1.17719880147598","2.34304684852234","1.880629284866","2.37302118362843","5.8728170265442"
"-0.977939804374699","2.75992328825323","2.41420101269996","3.2802299045763","4.54736086808061"
"-0.698892824226096","2.65467336206545","1.9742212082803","4.40072590360266","0.211382291427226"
"-0.340544881737821","2.93946683331173","2.76971432793666","4.76257600955445","2.76354073215056"
"0.0953725224026982","2.83780200916055","2.86951166318442","1.40359763635035","7.11523391605998"
"0.605842057748763","2.7401678077841","2.30444885417463","4.32060359324904","-0.204605443872346"
"1.18653528501468","2.9233283510203","2.69655444172718","2.94974418988027","1.64670332500287"
"1.83180443800235","2.92778511140935","3.42947595525041","3.31497869040325","0.362834947700349"
"2.53469205378233","2.8460331047736","2.29822756893373","1.88014519711396","-1.5949993135091"
"3.28695901849557","2.75962468526629","2.47441767585767","4.09008153165994","6.5980736558449"
"4.07913136199832","2.96932452744108","3.83847219486956","4.6507179773343","2.92341345818017"
"4.90056588897617","2.84306445663962","3.38171070876699","2.1360298755316","-0.00412585616875827"
"5.73953448012848","3.7438579911376","4.18557608728396","4.03864551750111","6.74742448139104"
